trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.8, 'e': 0.15735328210778965}",25,15,17.679183001941244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 0.15577974928671176}",20,0,26.809184621050356,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.8, 'e': 0.15422195179384465}",25,17,9.292337738566568,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 0.1526797322759062}",30,18,8.168778108897698,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 0.15115293495314713}",30,11,21.766204876483563,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 0.14964140560361566}",25,13,13.177155341223202,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 0.1481449915475795}",20,8,22.119611347498335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 0.1466635416321037}",20,10,0.6230706785670265,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.14519690621578268}",25,8,24.880158677479088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 0.14374493715362485}",25,16,-3.3024989495382115,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.1423074877820886}",20,8,14.735458934563644,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 0.1408844129042677}",30,16,24.17295458047839,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.13947556877522502}",25,11,21.593854006504934,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 0.13808081308747278}",30,10,9.295691687146105,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 0.13670000495659804}",20,9,22.8464499131722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.13533300490703207}",25,14,9.354416536898803,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.13397967485796175}",20,0,6.868214149794785,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.8, 'e': 0.13263987810938213}",30,1,33.22368179513959,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.1313134793282883}",20,10,19.286326315753065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.13000034453500542}",20,8,20.273875590634212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.12870034108965536}",35,8,27.539637427014956,"{0: 24, 1: 3, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 0.12741333767875881}",20,3,21.012233888272913,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.12613920430197123}",20,12,13.988767515511638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 0.12487781225895152}",30,21,15.534815600857476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.123629034136362}",25,7,16.005701805356388,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 0.12239274379499838}",20,8,21.677407997630556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.1211688163570484}",30,24,10.42869148308505,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8, 'e': 0.11995712819347792}",30,20,15.69601969422296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 0.11875755691154315}",20,10,15.11130534579642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 0.11756998134242772}",25,15,11.079504034251709,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.11639428152900344}",25,0,24.962452339354424,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.8, 'e': 0.11523033871371341}",25,19,11.69167865203914,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.11407803532657627}",30,8,39.66486926792336,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.11293725497331052}",20,6,17.188668431860616,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.1118078824235774}",20,2,24.428677623915124,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 0.11068980359934164}",25,16,16.475918083957158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.10958290556334822}",25,13,19.728733139821628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.10848707650771475}",25,0,34.47120006939841,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.8, 'e': 0.1074022057426376}",30,14,25.991455622457057,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.10632818368521123}",30,17,26.484865500179062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.10526490184835911}",25,11,20.19503025573679,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.10421225282987552}",25,19,2.4357057019370894,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.10317013030157676}",20,14,11.209979573413056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.10213842899856099}",20,10,17.251204161818986,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 0.10111704470857538}",20,0,29.90517449823812,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.8, 'e': 0.10010587426148963}",20,2,26.7828042365848,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.09910481551887473}",30,16,20.12370783840604,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.09811376736368599}",25,16,18.573260548645447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.09713262969004913}",25,20,5.583341398794514,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.09616130339314863}",20,14,8.111566284153522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.09519969035921715}",20,3,24.786353664314348,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.09424769345562498}",30,20,12.479614323630022,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.09330521652106873}",25,13,22.69889334998785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.09237216435585804}",20,8,21.025175181360535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.09144844271229946}",25,14,15.60569221076683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.09053395828517646}",20,3,21.66654397890187,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.08962861870232469}",20,12,7.795812443544461,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.08873233251530144}",25,7,11.507914687473527,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.08784500919014843}",30,16,18.15229738881138,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.08696655909824694}",25,0,35.126656362843136,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.08609689350726446}",25,10,12.394416146081731,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.08523592457219181}",25,8,20.109600385133394,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.0843835653264699}",30,3,41.0545794375915,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.0835397296732052}",25,5,28.73296315170239,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.08270433237647315}",25,1,23.88161847570819,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.08187728905270841}",20,12,14.81328980664797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.08105851616218133}",20,5,24.494000436096634,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.08024793100055952}",25,11,30.581624763368882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 0.07944545169055392}",25,18,14.766178366452987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.07865099717364837}",20,11,15.902407756952474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.07786448720191189}",20,13,6.368139705161959,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.07708584232989277}",25,13,15.225419863857773,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.07631498390659384}",25,16,12.304881419138933,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.07555183406752791}",20,14,7.679190542972368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.07479631572685264}",20,10,14.870162172085784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.07404835256958411}",30,12,28.241834579223266,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.07330786904388827}",20,6,23.482911855873688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.07257479035344938}",20,14,10.654948635643038,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.07184904244991488}",25,7,34.42070306347185,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.07113055202541574}",20,6,28.009378482701784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 0.07041924650516158}",25,2,25.804040697526265,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.06971505404010997}",20,0,12.831365258659822,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.06901790349970886}",25,0,36.44718774840627,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.8, 'e': 0.06832772446471178}",35,9,47.59967200172509,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.06764444722006466}",20,6,3.2911245917730074,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 0.066968002747864}",30,17,25.458116583617517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.06629832272038537}",25,9,20.615120025671256,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.06563533949318151}",30,7,37.17717054428259,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 0.06497898609824969}",30,13,27.489960121519953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.0643291962372672}",20,12,13.109663311087129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.06368590427489453}",20,2,26.664447444003862,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.06304904523214558}",25,11,24.519285300546425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.06241855477982412}",20,1,32.43696454375359,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.06179436923202588}",20,5,19.198391255145534,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.06117642553970562}",35,17,31.93605244360853,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.06056466128430856}",30,15,18.704466035097116,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.05995901467146548}",25,10,27.929064543772267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.05935942452475082}",25,13,18.485592805829185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.058765830279503314}",20,11,16.52598027021149,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.05817817197670828}",35,13,33.96507627545695,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.057596390256941195}",20,7,23.274145685318114,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.05702042635437178}",20,13,14.0628710914005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.05645022209082806}",25,4,31.408885274506684,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.05588571986991978}",20,16,7.203434245528567,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.055326862671220584}",25,13,23.118005288095592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.05477359404450838}",30,8,32.60265984448162,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.054225858104063294}",25,10,25.34164816318139,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.05368359952302266}",20,7,23.27877255947398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.053146763527792434}",25,3,38.406271603030106,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.052615295892514506}",35,18,36.27559033359475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.052089142933589364}",20,8,20.58532434255137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.05156825150425347}",25,20,9.809221656798094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.051052568989210935}",30,16,26.325088785018593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.05054204329931883}",25,4,33.412599610236754,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.05003662286632564}",25,8,19.782718398882807,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.04953625663766238}",20,8,19.828478292488686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.04904089407128576}",20,15,11.229547669160397,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 0.0485504851305729}",20,10,14.765593180538268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 0.048064980279267165}",20,16,6.7983750375079905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 0.04758433047647449}",20,14,12.891872636347681,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.04710848717170975}",30,20,19.442498872936863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.04663740229999265}",25,17,14.425064053478465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.04617102827699272}",20,12,12.619181905968572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 0.045709317994222794}",20,14,13.55763038411499,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 0.04525222481428057}",30,12,34.324645935357324,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 0.04479970256613776}",20,10,16.54487177706399,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 0.04435170554047638}",20,0,34.949805792146556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.8, 'e': 0.043908188485071616}",20,11,11.9079423514037,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.0434691066002209}",30,16,29.609902692818153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 0.04303441553421869}",20,14,11.050136314828961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8, 'e': 0.0426040713788765}",25,10,19.354532444199798,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.04217803066508773}",25,17,13.968185470802554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 0.04175625035843686}",25,17,14.900893227359479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 0.041338687854852486}",35,9,51.54657450710611,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.8, 'e': 0.04092530097630396}",35,12,38.151243647966986,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 0.040516047966540916}",20,13,5.520774400415937,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.8, 'e': 0.04011088748687551}",25,12,19.24695168020435,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.03970977861200675}",20,9,10.172178266606439,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.8, 'e': 0.03931268082588668}",20,6,16.704481804101686,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.8, 'e': 0.03891955401762781}",20,9,20.9174698284097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.8, 'e': 0.03853035847745153}",20,9,17.4974560876048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 0.03814505489267701}",35,17,29.813148119451665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 0.03776360434375024}",25,13,25.142414179614615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8, 'e': 0.03738596830031274}",20,13,12.624497256886563,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.8, 'e': 0.03701210861730961}",20,12,16.93150829020494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.8, 'e': 0.03664198753113651}",25,17,11.76691566121495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.8, 'e': 0.036275567655825146}",20,6,21.39464027176392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.03591281197926689}",20,3,21.262630706194958,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.035553683859474224}",25,20,10.28093291137435,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.8, 'e': 0.03519814702087948}",20,12,16.699221789523335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.03484616555067068}",25,13,19.715492612187173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.8, 'e': 0.034497703895163975}",20,13,9.688499822108424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.03415272685621234}",30,0,36.916116041304754,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.8, 'e': 0.03381119958765021}",20,6,15.42394180049622,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8, 'e': 0.03347308759177371}",20,0,18.006454055612924,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.8, 'e': 0.03313835671585597}",30,20,20.326266812430315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 0.03280697314869741}",20,10,18.6881221897403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.8, 'e': 0.032478903417210436}",20,2,32.6182374485947,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.8, 'e': 0.032154114383038335}",20,12,13.174110600291735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.03183257323920795}",20,10,16.919012662261085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 0.03151424750681587}",20,0,33.09878725561937,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.8, 'e': 0.03119910503174771}",20,7,23.48003471884127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.8, 'e': 0.030887113981430233}",25,9,30.876985675347736,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.8, 'e': 0.03057824284161593}",20,0,27.895970845921227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.8, 'e': 0.03027246041319977}",35,20,23.2561887030705,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.8, 'e': 0.029969735809067772}",30,12,31.058682848274493,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.8, 'e': 0.029670038450977095}",25,18,15.757709445571916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.8, 'e': 0.029373338066467324}",25,11,26.975625186243708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.8, 'e': 0.02907960468580265}",30,16,27.18235839910937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.8, 'e': 0.028788808638944622}",20,9,24.400313297455767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.8, 'e': 0.028500920552555174}",25,20,8.972807649988155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.8, 'e': 0.028215911347029624}",25,16,9.156696938635747,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.8, 'e': 0.027933752233559327}",25,10,10.27014168323707,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.8, 'e': 0.027654414711223735}",20,7,22.598952758137656,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.8, 'e': 0.027377870564111496}",20,15,10.74851346869696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.8, 'e': 0.027104091858470382}",25,19,9.875997854956172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.8, 'e': 0.026833050939885677}",20,13,14.986158719458437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.8, 'e': 0.02656472043048682}",20,11,16.76090573111763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.8, 'e': 0.02629907322618195}",30,18,19.74992775139287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.8, 'e': 0.026036082493920133}",25,11,19.03271789584154,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.8, 'e': 0.02577572166898093}",35,17,35.184779248271106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.8, 'e': 0.025517964452291122}",30,8,37.70382505030692,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.8, 'e': 0.02526278480776821}",25,17,16.14917032696179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.8, 'e': 0.025010156959690527}",25,8,26.50091423065864,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.8, 'e': 0.02476005539009362}",25,11,27.61988587002208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.8, 'e': 0.024512454836192684}",30,19,17.784868961482044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
