trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
556,False,"{'a': 0.8, 'e': 0.0037425550418151415}",20,16,8.54590399374688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.8, 'e': 0.00370512949139699}",20,3,27.662781717261563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.8, 'e': 0.0036680781964830204}",30,21,14.54854123111827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.8, 'e': 0.00363139741451819}",35,21,28.46885730412831,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.8, 'e': 0.003595083440373008}",25,12,28.12497216763887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.8, 'e': 0.003559132605969278}",25,6,30.712160299157492,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.8, 'e': 0.003523541279909585}",20,10,17.21515764869416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.8, 'e': 0.003488305867110489}",30,19,22.8872680230576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.8, 'e': 0.0034534228084393843}",30,13,34.55461558954417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.8, 'e': 0.0034188885803549903}",20,12,16.418108804263778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.8, 'e': 0.0033846996945514404}",25,16,16.54752137117758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.8, 'e': 0.003350852697605926}",20,8,21.168151207921643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.8, 'e': 0.0033173441706298664}",25,12,19.261444985043152,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.8, 'e': 0.0032841707289235677}",35,20,27.86825835131787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.8, 'e': 0.0032513290216343318}",20,13,13.07581734717148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.8, 'e': 0.0032188157314179885}",30,13,30.998296863662166,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.8, 'e': 0.003186627574103809}",20,10,20.769012190775374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.8, 'e': 0.0031547612983627705}",30,16,24.980393030715085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.8, 'e': 0.003123213685379143}",30,23,13.530431775879443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.8, 'e': 0.0030919815485253516}",20,10,18.851767445725848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.8, 'e': 0.003061061733040098}",25,14,21.00239784579654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.8, 'e': 0.003030451115709697}",25,12,21.13022077742424,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.8, 'e': 0.0030001466045526}",35,26,15.854756976607336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.8, 'e': 0.002970145138507074}",30,15,25.947548544042938,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.8, 'e': 0.002940443687122003}",20,16,6.64627418089742,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.8, 'e': 0.002911039250250783}",25,12,21.72478265902196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.8, 'e': 0.0028819288577482754}",20,11,15.59064960497402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.8, 'e': 0.0028531095691707925}",20,7,24.326252559999745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.8, 'e': 0.0028245784734790844}",25,16,20.079819013200296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.8, 'e': 0.0027963326887442937}",30,20,16.769794552157883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.8, 'e': 0.0027683693618568506}",20,13,14.32646243746371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.8, 'e': 0.002740685668238282}",30,9,36.8469782635437,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.8, 'e': 0.0027132788115558993}",25,17,13.264776628936268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.8, 'e': 0.0026861460234403403}",30,9,34.62387022399699,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.8, 'e': 0.002659284563205937}",25,20,9.410281605640872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.8, 'e': 0.0026326917175738774}",35,22,28.3818477945307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.8, 'e': 0.0026063648003981387}",20,10,15.923441272979925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.8, 'e': 0.0025803011523941573}",20,8,21.606868358948788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.8, 'e': 0.0025544981408702158}",30,11,37.09548239031821,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.8, 'e': 0.0025289531594615135}",25,19,11.093055917748565,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.8, 'e': 0.0025036636278668984}",20,10,15.824881417620192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.8, 'e': 0.0024786269915882293}",25,11,21.522455078069243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.8, 'e': 0.002453840721672347}",25,11,25.910848210274533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.8, 'e': 0.0024293023144556234}",25,16,18.438241259000755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.8, 'e': 0.002405009291311067}",25,20,11.858155105612898,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.8, 'e': 0.0023809591983979563}",20,6,21.897490441009495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.8, 'e': 0.0023571496064139765}",20,10,12.609064880044041,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.8, 'e': 0.0023335781103498367}",20,8,22.265162014677067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.8, 'e': 0.002310242329246338}",20,15,9.892413448291236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.8, 'e': 0.002287139905953875}",35,19,30.957207499267284,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.8, 'e': 0.0022642685068943362}",20,10,17.034026841052253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.8, 'e': 0.002241625821825393}",25,14,21.108387748309553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.8, 'e': 0.002219209563607139}",25,13,22.790094904196334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.8, 'e': 0.0021970174679710676}",25,10,27.315941833861654,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.8, 'e': 0.0021750472932913567}",30,15,27.333223759261216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.8, 'e': 0.0021532968203584434}",20,5,24.21667468583698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.8, 'e': 0.002131763852154859}",30,12,31.29015398881548,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.8, 'e': 0.0021104462136333105}",30,15,25.155450451047187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.8, 'e': 0.0020893417514969773}",25,20,7.692232402968356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.8, 'e': 0.0020684483339820075}",20,10,19.01364969768457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.8, 'e': 0.0020477638506421875}",20,8,20.584207022503314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.8, 'e': 0.0020272862121357657}",25,12,21.598136649647984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.8, 'e': 0.002007013350014408}",25,5,34.13791452265641,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.8, 'e': 0.0019869432165142637}",30,13,32.19947162554266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.8, 'e': 0.001967073784349121}",25,18,15.216764035954167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.8, 'e': 0.0019474030465056298}",20,13,15.884028618979823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.8, 'e': 0.0019279290160405735}",20,11,16.963181472951945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.8, 'e': 0.0019086497258801677}",20,15,9.675737834345528,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.8, 'e': 0.0018895632286213661}",20,16,9.595318807601025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.8, 'e': 0.0018706675963351524}",20,15,8.349988171897257,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.8, 'e': 0.0018519609203718008}",20,9,16.457933086311122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.8, 'e': 0.0018334413111680827}",25,12,25.183809184707314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.8, 'e': 0.001815106898056402}",25,13,20.870276771470564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.8, 'e': 0.001796955829075838}",20,10,18.257997439740276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.8, 'e': 0.0017789862707850797}",20,10,18.13760636176466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.8, 'e': 0.001761196408077229}",25,11,22.081934636749246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.8, 'e': 0.0017435844439964566}",20,11,16.687112544438058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.8, 'e': 0.001726148599556492}",30,16,29.088536161039638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.8, 'e': 0.001708887113560927}",25,8,27.406009145270094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.8, 'e': 0.0016917982424253177}",25,16,14.279256759384374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.8, 'e': 0.0016748802600010644}",20,8,23.890810945750417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.8, 'e': 0.0016581314574010539}",20,7,24.242133779981284,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.8, 'e': 0.0016415501428270432}",20,9,24.017485819230984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.8, 'e': 0.0016251346413987727}",20,13,12.858325358252921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.8, 'e': 0.001608883294984785}",30,16,24.886880590102056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.8, 'e': 0.0015927944620349372}",25,8,26.64113702341554,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.8, 'e': 0.0015768665174145879}",25,12,27.555462298964123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.8, 'e': 0.001561097852240442}",25,14,19.208402386432116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.8, 'e': 0.0015454868737180376}",25,10,28.62090758098562,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.8, 'e': 0.0015300320049808573}",20,9,20.714118231044115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.8, 'e': 0.0015147316849310488}",30,19,21.195740084664152,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.8, 'e': 0.0014995843680817383}",25,11,24.149433868674997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.8, 'e': 0.001484588524400921}",20,16,9.167465308744683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.8, 'e': 0.0014697426391569117}",25,11,26.4490630558182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.8, 'e': 0.0014550452127653425}",20,10,16.83730485012007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.8, 'e': 0.0014404947606376892}",25,9,28.937531325764386,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.8, 'e': 0.0014260898130313124}",35,16,34.723699656512196,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.8, 'e': 0.0014118289149009993}",20,12,15.974131702994331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.8, 'e': 0.0013977106257519892}",20,15,7.0547500613826495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.8, 'e': 0.0013837335194944694}",25,13,20.486568954443914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.8, 'e': 0.0013698961842995246}",25,18,13.839974205051778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.8, 'e': 0.0013561972224565293}",20,3,28.86082918791369,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.8, 'e': 0.001342635250231964}",25,16,17.404524879830504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.8, 'e': 0.0013292088977296444}",20,12,15.12044221089447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.8, 'e': 0.001315916808752348}",20,11,12.96731096435745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.8, 'e': 0.0013027576406648245}",25,0,35.92014202245505,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.8, 'e': 0.0012897300642581763}",20,13,10.178169398617246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.8, 'e': 0.0012768327636155945}",20,6,24.788944059275263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.8, 'e': 0.0012640644359794386}",20,5,22.245380471214744,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.8, 'e': 0.0012514237916196442}",35,21,31.108557620206383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.8, 'e': 0.0012389095537034477}",25,13,23.79821705235848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.8, 'e': 0.0012265204581664133}",20,13,12.715596421085746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.8, 'e': 0.0012142552535847491}",25,13,20.462854884623873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.8, 'e': 0.0012021127010489016}",20,14,9.907284776332675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.8, 'e': 0.0011900915740384126}",20,10,17.688929574489208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.8, 'e': 0.0011781906582980285}",30,15,19.441218661128296,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.8, 'e': 0.0011664087517150481}",20,12,16.573799950644972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.8, 'e': 0.0011547446641978977}",20,12,15.877379806555773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.8, 'e': 0.0011431972175559187}",20,12,12.979900258318876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.8, 'e': 0.0011317652453803595}",25,15,20.58246699015586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.8, 'e': 0.0011204475929265558}",25,9,28.427818814043256,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.8, 'e': 0.0011092431169972903}",25,15,17.47820532965137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.8, 'e': 0.0010981506858273175}",20,12,19.233751948158172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.8, 'e': 0.0010871691789690443}",20,7,23.074881614314613,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.8, 'e': 0.0010762974871793539}",30,15,25.53305115368792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.8, 'e': 0.0010655345123075602}",20,11,17.185623804998922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.8, 'e': 0.0010548791671844847}",20,12,14.540747601130091,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.8, 'e': 0.0010443303755126399}",30,19,20.656255472230786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.8, 'e': 0.0010338870717575134}",25,13,24.726669648320716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.8, 'e': 0.0010235482010399382}",20,11,11.09428659288773,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.8, 'e': 0.0010133127190295388}",20,14,11.99236898596251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.8, 'e': 0.0010031795918392433}",30,8,39.10497777463708,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.8, 'e': 0.000993147795920851}",20,10,19.254083147124042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,10,17.77501544599864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,27.624554102351592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,13,13.762554145631503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,9,25.961018293306704,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,4,26.276041089998404,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,17.432848346519194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,16,8.593190194603963,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,6,25.313591129329815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,8,18.621416167795388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,15,39.57837089898658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,13,16.80371652161881,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,17,22.35637237245455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,8,21.179430079649585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,13,27.6565804525204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,21,16.577845145059143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,13,12.277554508315946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,14,11.633218843859908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,3,25.349843571133057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",35,21,28.898430679121937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,19,10.744885625330642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,9,18.761453849599945,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,17,14.13498394198803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,17,14.715391589463852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,11,24.954671257423406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,3,32.12418759013401,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,11,18.63898025017066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,5,36.25656326908272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",30,18,19.60934942222241,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",30,23,12.714274738925333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,13,20.86652727768288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,2,31.867190895610236,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",35,23,20.414606311722103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,15,25.642594954812488,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,11,23.26429150281782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",30,23,15.199328877845735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,15,9.971171932749268,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,7,23.283142671964587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,11,16.84670441937422,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,13,12.545426921677322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,6,23.851205526876544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,6,23.29153375220953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,7,24.304903825203922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,16,5.985767325371305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,17,27.96739696887008,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,12,22.583115978450753,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,15,20.188033961984196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,20,10.451452517764395,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,7,24.90162683416676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,8,20.47456706715726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,10,32.066876017816995,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",25,18,15.105213400803532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,6,23.75745868378037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",20,5,26.923880377224304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",30,4,42.035680005515694,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,10,21.818576916008322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",25,13,21.488164050156723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",20,13,13.896723431741275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,11,16.731144458845847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",20,13,12.63722715546657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
